|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
25|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims incurred|26|2353322|34585|4401012|45038096|15457325|5554753|8091438|206681|1110040|-299717|-7226|0|-175285|834493|81765024
26|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Management Expenses|27|4025346|56476|7610627|15293591|5165484|6601417|2815255|1752131|349687|2060943|8482|761|970890|5142894|46711090
27|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Commissions|28|1363449|32706|9902691|13454269|3051516|8132245|2092886|1238074|369500|1430275|4264|0|1007333|4049446|42079208
28|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Reinsurance commissions|29|331867|5727|3361229|184794|609571|1666342|388715|713014|18378|1113153|4019|286|350639|2199489|8747734
29|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net commissions incurred|30|1031582|26979|6541462|13269475|2441945|6465903|1704171|525060|351122|317122|245|-286|656694|1849957|33331474
30|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Other distribution expenses|31|178852|6328|-443943|1575148|554663|811154|327038|159008|27872|187575|851|11|116547|491864|3501104
31|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Underwriting gain / (loss)|32|7806630|133154|7124798|-4532105|-580655|11619752|236100|3831223|-402489|3062987|21095|-757|2348564|8860623|30668297
32|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|F. NET INVESTMENT INCOME|33|264822|11999|1649396|2949260|1045264|1686683|621995|303895|49767|341929|1587|0|214865|912043|9141462
33|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|G. OPERATING RESULT|34|8071452|145153|8774194|-1582845|464609|13306435|858095|4135118|-352722|3404916|22682|-757|2563429|9772666|39809759
34|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net Loss Ratio|35|0.20305668558283754|0.19105224225234688|0.15269667874987752|0.587055282292452|0.7417054269957758|0.17167456635254252|0.5702913934271101|0.2907506313194921|1.0677212275284176|0.33266509414940776|0.0|0|0.29867635623486005|0.3876646178760681|0.44242808285887814
35|2010|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Movement in Net Claims Liabilities|36|-628165|-12163|785118|517247|-1813587|210898|377339|-1380470|-591803|-1537140|-7226|0|-1322204|-4838843|-5402156
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Direct business|1|22284254|264824|53064337|91179824|31947456|45076713|19489735|11301579|1783186|22788732|59173|84528|4866158|40883356|304190499
1|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted in Singapore|2|138621|-2|546259|18092|358681|40200|162517|50850|4306|22303|6717|0|26889|111065|1375433
2|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other countries|4|0|0|6523|0|0|0|0|0|0|0|0|0|0|0|6523
4|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Total (2 to 4)|5|138621|-2|552782|18092|358681|40200|162517|50850|4306|22303|6717|0|26889|111065|1381956
5|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - In Singapore|6|765041|2539|11445890|2289469|2389423|5380919|63860|1561720|36210|9668517|14573|113|586522|11867655|34204796
6|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other ASEAN countries|7|210486|1556|215075|0|0|4541|117665|0|0|2395|0|0|14997|17392|566715
7|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other countries|8|2345990|52713|14416927|621061|1159995|359284|463686|2535702|14724|7821427|16068|84155|271690|10743766|30163422
8|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - Total (6 to 8)|9|3321517|56808|26077892|2910530|3549418|5744744|645211|4097422|50934|17492339|30641|84268|873209|22628813|64934933
9|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net premiums written|10|19101358|208014|27539227|88287386|28756719|39372169|19007041|7255007|1736558|5318696|35249|260|4019838|18365608|240637522
10|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at beginning of period|11|800889|47152|7062859|47547077|16946686|6010245|6977414|2082992|462799|2647359|9092|271|800150|6002663|91394985
11|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at end of period|12|1019179|54869|8341828|48421457|16804771|7497810|8454706|2636695|674691|3714587|9099|1164|826142|7862378|98456998
12|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premiums earned during the period|13|18883068|200297|26260258|87413006|28898634|37884604|17529749|6701304|1524666|4251468|35242|-633|3993846|16505893|233575509
13|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Direct business|14|3068993|65292|15130335|51565667|19706204|6000726|10306084|2886324|371470|2717932|0|0|1059648|7035374|112878675
14|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|3314|493|132694|1340|1077263|24428|114397|34041|-16889|13891|0|0|2691|33734|1387663
15|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|1303|0|0|0|0|0|0|0|0|0|0|0|1303
17|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (15 to 17)|18|3314|493|133997|1340|1077263|24428|114397|34041|-16889|13891|0|0|2691|33734|1388966
18|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|69463|1176|4535667|1548867|2252226|145197|368500|1673338|14255|1427122|0|0|87052|3201767|12122863
19|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|186|0|105602|0|0|0|0|484|0|0|0|0|0|484|106272
20|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|65484|2127|3302294|66387|1376370|48285|1052080|203416|62941|432917|0|0|106640|805914|6718941
21|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (19 to 21)|22|135133|3303|7943563|1615254|3628596|193482|1420580|1877238|77196|1860039|0|0|193692|4008165|18948076
22|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims settled|23|2937174|62482|7320769|49951753|17154871|5831672|8999901|1043127|277385|871784|0|0|868647|3060943|95319565
23|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at end of period|24|6141355|59935|12866293|71929259|47198821|9827399|7161428|20686893|1419051|2990540|192754|0|2262722|27551960|182736450
24|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at beginning of period|25|8450958|231282|10560308|71816071|49482885|7713441|5720395|19214507|890200|3980604|281861|0|3039817|27406989|181382329
25|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims incurred|26|627571|-108865|9626754|50064941|14870807|7945630|10440934|2515513|806236|-118280|-89107|0|91552|3205914|96673686
26|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Management Expenses|27|4025334|46620|9479871|16096560|5703493|7899145|3463693|2013199|316501|4091511|11730|15318|857655|7305914|54020630
27|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Commissions|28|1665387|32483|10445041|15577792|3440148|9968497|2528952|1345619|365162|1874024|4366|117|1051370|4640658|48298958
28|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Reinsurance commissions|29|387835|10980|5037485|44113|414930|1425204|42397|736913|2926|2109950|5416|8555|187953|3051713|10414657
29|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net commissions incurred|30|1277552|21503|5407556|15533679|3025218|8543293|2486555|608706|362236|-235926|-1050|-8438|863417|1588945|37884301
30|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Other distribution expenses|31|292589|7466|1130616|2388923|840093|1388923|536383|256077|42426|-94236|1288|477|154202|360234|6945227
31|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Underwriting gain / (loss)|32|12660022|233573|615461|3328903|4459023|12107613|602184|1307809|-2733|608399|112381|-7990|2027020|4044886|38051665
32|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|F. NET INVESTMENT INCOME|33|-127414|-4370|-757326|-1374835|-482620|-879527|-311692|-141632|-23818|-140529|-680|-33|-92361|-399053|-4336837
33|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|G. OPERATING RESULT|34|12532608|229203|-141865|1954068|3976403|11228086|290492|1166177|-26551|467870|111701|-8023|1934659|3645833|33714828
34|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net Loss Ratio|35|0.15376781064466724|0.3003740132875672|0.26583059139604753|0.5657858417056316|0.5965517484800683|0.14811660490434245|0.4735035295604403|0.14378028856484906|0.15973264353969174|0.16390934920890385|0.0|0.0|0.21609005139013066|0.1666671204133291|0.39611264364665455
35|2011|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Movement in Net Claims Liabilities|36|-2309603|-171347|2305985|113188|-2284064|2113958|1441033|1472386|528851|-990064|-89107|0|-777095|144971|1354121
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Direct business|1|21335767|173232|55913108|94526953|33244195|49030733|22029463|10924673|1577205|10628903|50499|409811|4924197|28515288|304768739
1|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted in Singapore|2|116982|0|366307|16295|408338|32485|164574|49318|2839|11372|5931|0|25330|94790|1199771
2|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other countries|4|0|0|2116|0|0|0|0|0|0|0|0|0|0|0|2116
4|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Total (2 to 4)|5|116982|0|368423|16295|408338|32485|164574|49318|2839|11372|5931|0|25330|94790|1201887
5|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - In Singapore|6|544150|905|15497901|2638293|1796628|4954366|50876|1356423|47315|4003657|16754|0|528739|5952888|31436007
6|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other ASEAN countries|7|222343|1628|810100|0|0|3066|97646|0|0|7469|0|0|0|7469|1142252
7|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other countries|8|3097778|4468|16952332|479689|683315|399450|385340|2015574|6936|2097739|3709|409811|399100|4932869|26935241
8|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - Total (6 to 8)|9|3864271|7001|33260333|3117982|2479943|5356882|533862|3371997|54251|6108865|20463|409811|927839|10893226|59513500
9|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net premiums written|10|17588478|166231|23021198|91425266|31172590|43706336|21660175|7601994|1525793|4531410|35967|0|4021688|17716852|246457126
10|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at beginning of period|11|1019179|54869|8341828|48421457|16804771|7497810|8454706|2636695|674691|3714587|9099|1164|826142|7862378|98456998
11|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at end of period|12|958662|73194|9373402|47234315|16322733|8398694|10574923|3153585|649641|4444707|9146|1237|881799|9140115|102076038
12|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premiums earned during the period|13|17648995|147906|21989624|92612408|31654628|42805452|19539958|7085104|1550843|3801290|35920|-73|3966031|16439115|242838086
13|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Direct business|14|2955946|13215|22841075|48025948|18585689|7197760|12395161|2131689|325391|3351330|0|0|815627|6624037|118638831
14|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|521|11|160467|4170|537985|1165|123735|191555|-2402|25663|2592|0|114|217522|1045576
15|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (15 to 17)|18|521|11|160467|4170|537985|1165|123735|191555|-2402|25663|2592|0|114|217522|1045576
18|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|159388|0|10854688|558724|2620681|153747|37116|459649|-19658|1097967|0|0|142632|1680590|16064934
19|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|10816|0|924356|0|0|0|0|-2485|0|0|0|0|0|-2485|932687
20|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|361465|0|5968341|19712|1183969|15619|95882|313132|-907|1118928|0|0|161464|1592617|9237605
21|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (19 to 21)|22|531669|0|17747385|578436|3804650|169366|132998|770296|-20565|2216895|0|0|304096|3270722|26235226
22|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims settled|23|2424798|13226|5254157|47451682|15319024|7029559|12385898|1552948|343554|1160098|2592|0|511645|3570837|93449181
23|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at end of period|24|5355935|68473|11348209|69473590|47477732|11547939|6932606|20911069|1298425|4247043|8995|0|2461311|28926843|181131327
24|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at beginning of period|25|6141355|59935|12866293|71929259|47198821|9827399|7161428|20686893|1419051|2990540|192754|0|2262722|27551960|182736450
25|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims incurred|26|1639378|21764|3736073|44996013|15597935|8750099|12157076|1777124|222928|2416601|-181167|0|710234|4945720|91844058
26|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Management Expenses|27|4518720|31085|10814866|17931934|6354734|8874928|4183452|2139270|300438|2106395|11018|91425|900562|5549108|58258827
27|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Commissions|28|1584340|23487|10977409|16373477|3637712|10621745|2930960|1344987|309050|1208756|4877|0|908589|3776259|49925389
28|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Reinsurance commissions|29|457412|-100|5118803|38045|276844|1295111|29010|558910|3962|877348|3216|40981|132809|1617226|8832351
29|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net commissions incurred|30|1126928|23587|5858606|16335432|3360868|9326634|2901950|786077|305088|331408|1661|-40981|775780|2159033|41093038
30|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Other distribution expenses|31|67448|3400|911534|1804842|712083|1131783|512277|62759|30631|67442|180|985|105629|267626|5410993
31|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Underwriting gain / (loss)|32|10296521|68070|668545|11544187|5629008|14722008|-214797|2319874|691758|-1120556|204228|-51502|1473826|3517628|46231170
32|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|F. NET INVESTMENT INCOME|33|375587|10983|2500663|4543316|1658146|2985480|1104529|443085|74833|382727|2252|-262|293526|1196161|14374865
33|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|G. OPERATING RESULT|34|10672108|79053|3169208|16087503|7287154|17707488|889732|2762959|766591|-737829|206480|-51764|1767352|4713789|60606035
34|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net Loss Ratio|35|0.13786286681542315|0.07956398024435875|0.22823125885976916|0.5190215361254732|0.49142608939456106|0.16083615428207024|0.5718281592831083|0.20428166609971016|0.22516422607784936|0.25601258769345525|0.07206606055550922|0|0.1272214552695286|0.2015503092761626|0.3791701320090862
35|2012|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Movement in Net Claims Liabilities|36|-785420|8538|-1518084|-2455669|278911|1720540|-228822|224176|-120626|1256503|-183759|0|198589|1374883|-1605123
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Direct business|1|20480360|2396001|58607304|92963986|36754050|56772168|22799195|12068590|1826896|13757324|757173|459626|5143211|34012820|324785884
1|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted in Singapore|2|135779|0|393236|16227|181538|30288|191206|45630|2600|182085|1800|0|23146|255261|1203535
2|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Total (2 to 4)|5|135779|0|393236|16227|181538|30288|191206|45630|2600|182085|1800|0|23146|255261|1203535
5|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - In Singapore|6|529783|756|15996768|2499877|2419482|4390140|64556|1861618|71363|6331130|17901|0|666966|8948978|34850340
6|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other ASEAN countries|7|165599|1361|1193739|0|0|3117|108641|0|0|46313|0|0|0|46313|1518770
7|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other countries|8|2695990|2230263|16673548|96337|579888|184092|439928|2210455|1680|3161328|570074|459626|332827|6735990|29636036
8|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - Total (6 to 8)|9|3391372|2232380|33864055|2596214|2999370|4577349|613125|4072073|73043|9538771|587975|459626|999793|15731281|66005146
9|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net premiums written|10|17224767|163621|25136485|90383999|33936218|52225107|22377276|8042147|1756453|4400638|170998|0|4166564|18536800|259984273
10|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at beginning of period|11|958662|73194|9373402|47234315|16322733|8398694|10574923|3153585|649641|4444707|9146|1237|881799|9140115|102076038
11|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at end of period|12|838341|182165|8745378|46166256|17406293|11984520|10210968|3372591|709233|3622180|86615|36256|904538|8731413|104265334
12|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premiums earned during the period|13|17345088|54650|25764509|91452058|32852658|48639281|22741231|7823141|1696861|5223165|93529|-35019|4143825|18945502|257794977
13|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Direct business|14|2451622|3791|34197705|50103332|19807800|10059010|11947089|1988880|1395434|2352931|628|0|1468222|7206095|135776444
14|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|28602|-17|49470|21792|316706|5189|138071|34546|-1186|30720|2937|0|9823|76840|636653
15|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (15 to 17)|18|28602|-17|49470|21792|316706|5189|138071|34546|-1186|30720|2937|0|9823|76840|636653
18|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|46850|0|9249390|312667|1861333|200568|56974|341199|227167|1157893|0|0|9280|1735539|13463321
19|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|-34|0|183319|0|0|0|1116|0|-50|0|0|0|0|-50|184351
20|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|236476|0|19768452|39267|801946|12585|121852|450339|16719|254287|0|0|36755|758100|21738678
21|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (19 to 21)|22|283292|0|29201161|351934|2663279|213153|179942|791538|243836|1412180|0|0|46035|2493589|35386350
22|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims settled|23|2196932|3774|5046014|49773190|17461227|9851046|11905218|1231888|1150412|971471|3565|0|1432010|4789346|101026747
23|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at end of period|24|7057978|72528|8592233|68208048|52670654|13909475|6933705|21305188|1283487|5259915|564037|0|1641606|30054233|187498854
24|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at beginning of period|25|5355935|68473|11348209|69473590|47477732|11547939|6932606|20911069|1298425|4247043|8995|0|2461311|28926843|181131327
25|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims incurred|26|3898975|7829|2290038|48507648|22654149|12212582|11906317|1626007|1135474|1984343|558607|0|612305|5916736|107394274
26|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Management Expenses|27|4586003|571679|11535708|17821846|6968069|10141548|4423593|2388952|355765|2696879|134543|111856|930492|6618487|62666933
27|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Commissions|28|1585507|24192|11565643|16215729|4024540|12654404|2922501|1579181|366808|2038109|222693|32689|926077|5165557|54158073
28|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Reinsurance commissions|29|419900|333950|5143958|29574|334493|1104884|18856|695036|7339|1749765|205104|99826|141564|2898634|10284249
29|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net commissions incurred|30|1165607|-309758|6421685|16186155|3690047|11549520|2903645|884145|359469|288344|17589|-67137|784513|2266923|43873824
30|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Other distribution expenses|31|222510|9188|1324691|2242122|938854|1691926|547068|263176|41913|325303|23027|816|150408|804643|7781002
31|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Underwriting gain / (loss)|32|7471993|-224288|4192387|6694287|-1398461|13043705|2960608|2660861|-195760|-71704|-640237|-80554|1666107|3338713|36078944
32|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|F. NET INVESTMENT INCOME|33|125759|5864|719257|1214356|507613|910585|296431|143068|22741|176385|12385|629|80992|436200|4216065
33|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|G. OPERATING RESULT|34|7597752|-218424|4911644|7908643|-890848|13954290|3257039|2803929|-173019|104681|-627852|-79925|1747099|3774913|40295009
34|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net Loss Ratio|35|0.12754494734239366|0.023065498927399293|0.2007446148496896|0.5506858575708738|0.5145307293818068|0.18862663124845297|0.5320226644208169|0.15317899560900838|0.654963155860134|0.2207568538925492|0.020848197054936315|0|0.3436908685430009|0.25836962150964565|0.38858791662371056
35|2013|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Movement in Net Claims Liabilities|36|1702043|4055|-2755976|-1265542|5192922|2361536|1099|394119|-14938|1012872|555042|0|-819705|1127390|6367527
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Direct business|1|19272516|5792425|59075557|87401662|39309994|63473762|25235969|12831240|1840988|8770787|1553471|663265|5027184|30686935|330248820
1|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted in Singapore|2|158572|34|377976|13646|256459|32213|175939|28541|1513|9696|6027|0|21081|66858|1081697
2|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Total (2 to 4)|5|158572|34|377976|13646|256459|32213|175939|28541|1513|9696|6027|0|21081|66858|1081697
5|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - In Singapore|6|574270|1591|19597116|2052861|2321517|4319969|107119|2024167|68583|3786959|8663|55924|709688|6653984|35628427
6|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other ASEAN countries|7|47353|1092|715636|0|0|1893|74302|0|0|14170|0|0|0|14170|854446
